,Status,Laptop,Brand,Model,CPU,GPU,RAM,Storage,Storage type,Screen,Touch,CPU_score,GPU_score,Final Price
117,New,ASUS VivoBook F1500EA-EJ3070W,Asus,VivoBook,Intel Core i5-1135G7,Intel Iris Xe Graphics,16,512,SSD,15.6,0,9564.0,2657.0,12523665.0
118,New,Lenovo IdeaPad 1 15ALC7,Lenovo,IdeaPad,AMD Ryzen 5 5500U,AMD Radeon Graphics,16,512,SSD,15.6,0,12868.0,1970.0,12028500.0
119,New,Lenovo IdeaPad 3 15ITL6,Lenovo,IdeaPad,Intel Core i5-1155G7,Intel Iris Xe Graphics,16,512,SSD,15.6,0,9814.0,2657.0,12358500.0
120,New,HP 255 G9,HP,255,AMD 3020e,AMD Radeon Graphics,8,256,SSD,15.6,0,2411.0,475.0,5758500.0
121,New,Lenovo IdeaPad 3 15ITL6,Lenovo,IdeaPad,Intel Core i3-1115G4,Intel UHD Graphics,8,256,SSD,15.6,0,5934.0,1495.0,7903500.0
122,New,HP 255 G9,HP,255,AMD Ryzen 5 5625U,AMD Radeon Graphics,16,512,SSD,15.6,0,14837.0,1996.0,14409285.0
123,New,Lenovo IdeaPad 5 15ALC05,Lenovo,IdeaPad,AMD Ryzen 5 5500U,AMD Radeon Graphics,8,512,SSD,15.6,0,12868.0,1970.0,9718500.0
124,New,ASUS Chromebook CX1400CKA-EK0138,Asus,Chromebook,Intel Celeron N4500,Intel UHD Graphics,8,64,eMMC,14.0,0,1882.0,1495.0,6583665.0
125,New,Lenovo Legion 5 15ACH6H,Lenovo,Legion,AMD Ryzen 7 5800H,RTX 3050,16,512,SSD,15.6,0,20856.0,9466.0,17803665.0
126,New,Lenovo IdeaPad 3 15ITL6,Lenovo,IdeaPad,Intel Core i5-1135G7,Intel Iris Xe Graphics,8,512,SSD,15.6,0,9564.0,2657.0,10708500.0
127,New,Lenovo IdeaPad Gaming 3 15ACH6,Lenovo,IdeaPad,AMD Ryzen 7 5800H,RTX 3050,16,512,SSD,15.6,0,20856.0,9466.0,16483500.0
128,New,Lenovo ThinkBook 14 G2 ITL,Lenovo,ThinkBook,Intel Core i5-1135G7,Intel Iris Xe Graphics,16,512,SSD,14.0,0,9564.0,2657.0,16813500.0
129,New,MSI Pulse GL76 12UEK-828XES,MSI,Pulse,Intel Core i7-12700H,RTX 3060,32,1000,SSD,17.3,0,25766.0,16840.0,24733500.0
130,New,Apple Macbook Air,Apple,MacBook Air,Apple M2 8 Core 3500 MHz,Apple M2 GPU,8,256,SSD,13.6,0,15648.0,6300.0,25063500.0
131,New,Acer Aspire 3 A317-53-53U0,Acer,Aspire,Intel Core i5-1135G7,Intel Iris Xe Graphics,8,512,SSD,17.3,0,9564.0,2657.0,12028500.0
132,New,MSI Raider GE68HX 13VF-045XES,MSI,Raider,Intel Core i9-13950HX,RTX 4060,32,1000,SSD,16.0,0,41877.0,19703.0,42883500.0
133,New,HP 15S-fq4042ns,HP,15S,Intel Core i7-1195G7,Intel Iris Xe Graphics,8,512,SSD,15.6,0,10549.0,2657.0,11533500.0
134,New,Lenovo Legion 5 15IAH7H,Lenovo,Legion,Intel Core i7-12700H,RTX 3060,16,512,SSD,15.6,0,25766.0,16840.0,26383500.0
135,New,HP ProBook 450 G8,HP,ProBook,Intel Core i5-1135G7,Intel Iris Xe Graphics,8,256,SSD,15.6,0,9564.0,2657.0,12193665.0
136,New,ASUS VivoBook 15 F1500EA-EJ3021,Asus,VivoBook,Intel Core i5-1135G7,Intel Iris Xe Graphics,16,512,SSD,15.6,0,9564.0,2657.0,11698500.0
137,New,Lenovo IdeaPad Gaming 3 15IAH7,Lenovo,IdeaPad,Intel Core i5-12500H,RTX 3050,16,512,SSD,15.6,0,20660.0,9466.0,17473500.0
138,New,MSI Modern 14 C13M-447XES,MSI,Modern,Intel Core i5-1335U,Intel Iris Xe Graphics,16,512,SSD,14.0,0,14372.0,2657.0,13183500.0
139,New,MSI Modern 14 C12M-017XES,MSI,Modern,Intel Core i7-1255U,Intel Iris Xe Graphics,16,512,SSD,14.0,0,13289.0,2657.0,16483500.0
140,Refurbished,Lenovo IdeaPad 3 15ITL6,Lenovo,IdeaPad,Intel Core i7-1165G7,Intel Iris Xe Graphics,16,512,SSD,15.6,0,10011.0,2657.0,14833500.0
141,New,MSI Pulse 15 B13VGK-433XES,MSI,Pulse,Intel Core i9-13900H,RTX 4070,32,1000,SSD,15.6,0,27858.0,26942.0,37933500.0
142,New,MSI Stealth 15 A13VF-028XES,MSI,Stealth,Intel Core i7-13620H,RTX 4060,32,1000,SSD,15.6,0,24272.0,19703.0,31333500.0
143,New,ASUS Chromebook CX1400FKA-EC0078,Asus,Chromebook,Intel Celeron N4500,Intel UHD Graphics,8,64,eMMC,14.0,1,1882.0,1495.0,7408500.0
144,New,Lenovo V15 G2 ITL,Lenovo,V15,Intel Core i5-1135G7,Intel Iris Xe Graphics,16,512,SSD,15.6,0,9564.0,2657.0,11533500.0
145,New,ASUS Chromebook CX1400CNA-BV0210,Asus,Chromebook,Intel Celeron N3350,Intel HD Graphics 500,8,32,eMMC,14.0,0,1110.0,299.0,5758500.0
146,New,MSI Vector GP68HX 12VH-009XES,MSI,Vector,Intel Core i9-12900HX,RTX 4080,32,1000,SSD,16.0,0,33256.0,34435.0,42883500.0
147,New,HP 15S-fq5075ns,HP,15S,Intel Core i5-1235U,Intel Iris Xe Graphics,8,512,SSD,15.6,0,12993.0,2657.0,9553665.0
148,New,Acer Aspire 3 A315-59-56GV,Acer,Aspire,Intel Core i5-1235U,Intel Iris Xe Graphics,8,512,SSD,15.6,0,12993.0,2657.0,12358500.0
149,New,ASUS ExpertBook P1512CEA-EJ0083X,Asus,ExpertBook,Intel Core i3-1115G4,Intel UHD Graphics,8,256,SSD,15.6,0,5934.0,1495.0,9058500.0
150,New,Lenovo IdeaPad Gaming 3 15ACH6,Lenovo,IdeaPad,AMD Ryzen 5 5600H,RTX 3050,16,512,SSD,15.6,0,16751.0,9466.0,16153500.0
151,New,ASUS ZenBook 14 OLED UM3402YA-KM513,Asus,ZenBook,AMD Ryzen 5 7530U,AMD Radeon Graphics,16,512,SSD,14.0,0,15552.0,2250.0,15988500.0
152,New,Lenovo IdeaPad Gaming 3 15IAH7,Lenovo,IdeaPad,Intel Core i5-12500H,RTX 3050,16,512,SSD,15.6,0,20660.0,9466.0,18133500.0
153,New,Lenovo Legion 5 15ITH6H,Lenovo,Legion,Intel Core i5-11400H,RTX 3060,16,512,SSD,15.6,0,15398.0,16840.0,21763665.0
154,New,Lenovo IdeaPad Flex 5 14ALC05,Lenovo,IdeaPad,AMD Ryzen 5 5500U,AMD Radeon Graphics,16,512,SSD,14.0,1,12868.0,1970.0,13183500.0
155,New,Apple MacBook Air,Apple,MacBook Air,Apple M1 8 Core 3200 MHz,Apple M1 GPU,8,256,SSD,13.3,0,14145.0,4850.0,20113500.0
156,New,Lenovo IdeaPad Gaming 3 15ACH6,Lenovo,IdeaPad,AMD Ryzen 5 5600H,GTX 1650,16,512,SSD,15.6,0,16751.0,7878.0,14503500.0
157,New,MSI Prestige 14H B12UCX-427XES,MSI,Prestige,Intel Core i7-12650H,RTX 2050,32,1000,SSD,14.0,0,22065.0,7757.0,22423500.0
158,New,ASUS F515EA-EJ1858W,Asus,F515,Intel Core i7-1165G7,Intel Iris Xe Graphics,8,512,SSD,15.6,0,10011.0,2657.0,13843500.0
159,New,Gigabyte G5 KF-E3ES313SD,Gigabyte,G5,Intel Core i5-12500H,RTX 4060,16,512,SSD,15.6,0,20660.0,19703.0,18298500.0
