Status,Brand,Model,CPU,RAM,Storage,Storage type,GPU,Screen,Touch,Final Price
New,HP,Omen,Intel Core i7,32,1000,SSD,RTX 3060,16.1,0,28033500.0
New,Asus,VivoBook,Intel Core i5,8,512,SSD,Integrated,15.6,0,10048500.0
New,Asus,ZenBook,Intel Core i7,16,512,SSD,Integrated,13.3,0,17968500.0
New,HP,Victus,Intel Core i7,16,512,SSD,RTX 3060,16.1,0,23083500.0
New,HP,15S,Intel Core i7,16,512,SSD,Integrated,15.6,0,14833665.0
New,HP,15S,AMD Ryzen 5,12,512,SSD,Integrated,15.6,0,9058500.0
New,Lenovo,IdeaPad,Intel Core i5,16,512,SSD,RTX 3050,15.6,0,15328500.0
New,MSI,Creator,Intel Core i7,32,1000,SSD,RTX 4050,16.0,0,31333665.0
New,Lenovo,IdeaPad,AMD Ryzen 7,16,512,SSD,Integrated,15.6,0,13678500.0
New,HP,15S,Intel Core i3,8,256,SSD,Integrated,15.6,0,7408500.0
New,Apple,MacBook Air,Apple M1,8,256,SSD,Integrated,13.3,0,20113500.0
New,Lenovo,ThinkBook,Intel Core i5,8,256,SSD,Integrated,14.0,0,11533500.0
New,Asus,TUF,AMD Ryzen 7,16,1000,SSD,RTX 4060,15.6,0,22258500.0
New,MSI,Katana,Intel Core i7,16,1000,SSD,RTX 4070,15.6,0,28033500.0
New,Asus,M515UA,AMD Ryzen 5,8,512,SSD,Integrated,15.6,0,11533500.0
New,HP,Victus,AMD Ryzen 7,16,512,SSD,RTX 3060,16.1,0,21433665.0
New,HP,250,Intel Celeron,8,256,SSD,Integrated,15.6,0,6583500.0
New,HP,Omen,AMD Ryzen 7,16,512,SSD,RTX 3050,16.1,0,18958500.0
New,MSI,Modern,AMD Ryzen 5,16,512,SSD,Integrated,15.6,0,13843500.0
New,HP,255,AMD Athlon,8,512,SSD,Integrated,15.6,0,6253500.0
New,Asus,VivoBook,Intel Core i7,16,512,SSD,Integrated,15.6,0,13348665.0
New,Lenovo,V15,Intel Core i5,8,512,SSD,Integrated,15.6,0,12853500.0
New,Asus,VivoBook,Intel Core i7,8,512,SSD,Integrated,15.6,0,12358500.0
New,MSI,Thin,Intel Core i5,16,512,SSD,RTX 4050,15.6,0,18133500.0
New,MSI,Modern,Intel Core i7,16,1000,SSD,Integrated,15.6,0,16483500.0
New,HP,15S,AMD Ryzen 7,16,512,SSD,Integrated,15.6,0,10708665.0
New,MSI,Vector,Intel Core i7,32,1000,SSD,RTX 4070,17.3,0,41233500.0
New,Asus,VivoBook,Intel Core i7,8,512,SSD,Integrated,15.6,0,14173500.0
New,MSI,Creator,Intel Core i7,32,1000,SSD,RTX 3050,16.0,0,24733665.0
New,Apple,MacBook Pro,Apple M2,8,256,SSD,Integrated,13.3,0,26383500.0
New,Asus,TUF,AMD Ryzen 9,32,512,SSD,RTX 4070,15.6,0,28033665.0
New,MSI,Katana,Intel Core i7,16,1000,SSD,RTX 4060,15.6,0,28033500.0
New,HP,Victus,Intel Core i7,16,512,SSD,RTX 3050,16.1,0,19783500.0
New,MSI,Modern,Intel Core i7,16,1000,SSD,Integrated,14.0,0,16483500.0
New,MSI,Modern,Intel Core i3,8,256,SSD,Integrated,15.6,0,8233500.0
New,Lenovo,IdeaPad,AMD Ryzen 3,8,256,SSD,Integrated,15.6,0,8233500.0
New,MSI,Prestige,Intel Core i5,16,512,SSD,RTX 2050,14.0,0,16483500.0
New,Lenovo,IdeaPad,Intel Core i7,16,512,SSD,Integrated,15.6,0,12358500.0
New,Lenovo,ThinkBook,Intel Core i5,8,256,SSD,Integrated,15.6,0,14503500.0
New,MSI,Prestige,Intel Core i7,16,1000,SSD,RTX 2050,14.0,0,24568500.0
New,HP,Pavilion,Intel Core i7,16,512,SSD,Integrated,15.6,0,16483500.0
New,HP,Victus,Intel Core i5,16,512,SSD,GTX 1650,15.6,0,16483500.0
New,Lenovo,IdeaPad,Intel Core i5,8,512,SSD,Integrated,15.6,0,9718500.0
New,Lenovo,ThinkBook,Intel Core i5,8,256,SSD,Integrated,14.0,0,15823500.0
New,HP,Victus,Intel Core i5,16,512,SSD,GTX 1650,15.6,0,17143500.0
New,Lenovo,IdeaPad,AMD Ryzen 5,8,512,SSD,Integrated,15.6,0,9883500.0
New,HP,15S,Intel Core i7,8,512,SSD,Integrated,15.6,0,12193665.0
New,MSI,Stealth,Intel Core i7,32,1000,SSD,RTX 4060,16.0,0,40408500.0
New,Acer,Aspire,Intel Core i7,8,512,SSD,Integrated,15.6,0,13843500.0
New,Lenovo,IdeaPad,AMD Ryzen 3,8,256,SSD,Integrated,15.6,0,8233500.0
New,Lenovo,IdeaPad,AMD Ryzen 7,8,512,SSD,Integrated,15.6,0,11533500.0
New,MSI,Pulse,Intel Core i9,32,1000,SSD,RTX 4060,15.6,0,39583665.0
New,Lenovo,IdeaPad,AMD 3020e,4,128,SSD,Integrated,15.6,0,7309335.0
New,Lenovo,IdeaPad,AMD Ryzen 5,8,512,SSD,Integrated,15.6,0,11368665.0
New,Lenovo,IdeaPad,Intel Core i5,16,512,SSD,Integrated,15.6,0,12358500.0
New,Lenovo,IdeaPad,AMD 3020e,4,256,SSD,Integrated,15.6,0,5312835.0
New,MSI,Modern,Intel Core i5,8,512,SSD,Integrated,15.6,0,9883500.0
New,Asus,ZenBook,Intel Core i7,16,512,SSD,Integrated,13.3,0,19783500.0
New,Asus,TUF,Intel Core i5,16,512,SSD,RTX 2050,15.6,0,15658500.0
New,Asus,VivoBook,Intel Core i5,16,512,SSD,Integrated,16.0,0,13183500.0
New,Razer,Blade,Intel Core i7,16,1000,SSD,RTX 3070,15.6,0,54449835.0
New,Medion,Akoya,AMD Ryzen 7,8,256,SSD,Integrated,15.6,0,7903335.0
New,Asus,ExpertBook,Intel Core i5,8,256,SSD,Integrated,15.6,0,16318500.0
New,Lenovo,IdeaPad,AMD Ryzen 3,8,256,SSD,Integrated,15.6,0,7259835.0
New,HP,15S,AMD Ryzen 3,8,256,SSD,Integrated,15.6,0,8728500.0
New,Asus,VivoBook,Intel Core i7,8,512,SSD,Integrated,16.0,0,11698500.0
New,Asus,VivoBook,AMD Ryzen 5,8,512,SSD,610 M,15.6,0,8414835.0
New,Lenovo,IdeaPad,AMD Ryzen 5,8,512,SSD,Integrated,15.6,0,10873500.0
New,Lenovo,IdeaPad,Intel Core i7,16,512,SSD,Integrated,15.6,0,12358500.0
New,Lenovo,IdeaPad,AMD Ryzen 7,8,512,SSD,Integrated,15.6,0,9718500.0
New,Lenovo,IdeaPad,AMD Ryzen 5,8,512,SSD,Integrated,15.6,0,9058500.0
New,Lenovo,IdeaPad,AMD Ryzen 3,8,256,SSD,Integrated,15.6,0,7573500.0
New,Asus,VivoBook,Intel Core i7,8,512,SSD,Integrated,16.0,0,13513500.0
New,Asus,VivoBook,Intel Core i5,8,512,SSD,Integrated,16.0,0,10048665.0
New,Asus,ZenBook,AMD Ryzen 7,16,512,SSD,Integrated,14.0,0,16483500.0
New,Acer,Aspire,Intel Core i5,16,512,SSD,Integrated,15.6,0,12193665.0
New,Lenovo,IdeaPad,Intel Core i7,16,512,SSD,RTX 3060,15.6,0,23083500.0
New,Asus,VivoBook,Intel Core i5,16,512,SSD,Integrated,15.6,0,12523665.0
New,Lenovo,IdeaPad,AMD Ryzen 5,16,512,SSD,Integrated,15.6,0,12028500.0
New,Lenovo,IdeaPad,Intel Core i5,16,512,SSD,Integrated,15.6,0,12358500.0
New,HP,255,AMD Athlon,8,256,SSD,Integrated,15.6,0,5758500.0
New,Lenovo,IdeaPad,Intel Core i3,8,256,SSD,Integrated,15.6,0,7903500.0
New,HP,255,AMD Ryzen 5,16,512,SSD,Integrated,15.6,0,14409285.0
New,Lenovo,IdeaPad,AMD Ryzen 5,8,512,SSD,Integrated,15.6,0,9718500.0
New,Asus,Chromebook,Intel Celeron,8,64,eMMC,Integrated,14.0,0,6583665.0
New,Lenovo,Legion,AMD Ryzen 7,16,512,SSD,RTX 3050,15.6,0,17803665.0
New,Lenovo,IdeaPad,Intel Core i5,8,512,SSD,Integrated,15.6,0,10708500.0
New,Lenovo,IdeaPad,AMD Ryzen 7,16,512,SSD,RTX 3050,15.6,0,16483500.0
New,Lenovo,ThinkBook,Intel Core i5,16,512,SSD,Integrated,14.0,0,16813500.0
New,MSI,Pulse,Intel Core i7,32,1000,SSD,RTX 3060,17.3,0,24733500.0
New,Apple,MacBook Air,Apple M2,8,256,SSD,Integrated,13.6,0,25063500.0
New,Acer,Aspire,Intel Core i5,8,512,SSD,Integrated,17.3,0,12028500.0
New,MSI,Raider,Intel Core i9,32,1000,SSD,RTX 4060,16.0,0,42883500.0
New,HP,15S,Intel Core i7,8,512,SSD,Integrated,15.6,0,11533500.0
New,Lenovo,Legion,Intel Core i7,16,512,SSD,RTX 3060,15.6,0,26383500.0
New,HP,ProBook,Intel Core i5,8,256,SSD,Integrated,15.6,0,12193665.0
New,Asus,VivoBook,Intel Core i5,16,512,SSD,Integrated,15.6,0,11698500.0
New,Lenovo,IdeaPad,Intel Core i5,16,512,SSD,RTX 3050,15.6,0,17473500.0
New,MSI,Modern,Intel Core i5,16,512,SSD,Integrated,14.0,0,13183500.0
New,MSI,Modern,Intel Core i7,16,512,SSD,Integrated,14.0,0,16483500.0
Refurbished,Lenovo,IdeaPad,Intel Core i7,16,512,SSD,Integrated,15.6,0,14833500.0
New,MSI,Pulse,Intel Core i9,32,1000,SSD,RTX 4070,15.6,0,37933500.0
New,MSI,Stealth,Intel Core i7,32,1000,SSD,RTX 4060,15.6,0,31333500.0
New,Asus,Chromebook,Intel Celeron,8,64,eMMC,Integrated,14.0,1,7408500.0
New,Lenovo,V15,Intel Core i5,16,512,SSD,Integrated,15.6,0,11533500.0
New,Asus,Chromebook,Intel Celeron,8,32,Unknown,Integrated,14.0,0,5758500.0
New,MSI,Vector,Intel Core i9,32,1000,SSD,RTX 4080,16.0,0,42883500.0
New,HP,15S,Intel Core i5,8,512,SSD,Integrated,15.6,0,9553665.0
New,Acer,Aspire,Intel Core i5,8,512,SSD,Integrated,15.6,0,12358500.0
New,Asus,ExpertBook,Intel Core i3,8,256,SSD,Integrated,15.6,0,9058500.0
New,Lenovo,IdeaPad,AMD Ryzen 5,16,512,SSD,RTX 3050,15.6,0,16153500.0
New,Asus,ZenBook,AMD Ryzen 5,16,512,SSD,Integrated,14.0,0,15988500.0
New,Lenovo,IdeaPad,Intel Core i5,16,512,SSD,RTX 3050,15.6,0,18133500.0
New,Lenovo,Legion,Intel Core i5,16,512,SSD,RTX 3060,15.6,0,21763665.0
New,Lenovo,IdeaPad,AMD Ryzen 5,16,512,SSD,Integrated,14.0,1,13183500.0
New,Apple,MacBook Air,Apple M1,8,256,SSD,Integrated,13.3,0,20113500.0
New,Lenovo,IdeaPad,AMD Ryzen 5,16,512,SSD,GTX 1650,15.6,0,14503500.0
New,MSI,Prestige,Intel Core i7,32,1000,SSD,RTX 2050,14.0,0,22423500.0
New,Asus,F515,Intel Core i7,8,512,SSD,Integrated,15.6,0,13843500.0
New,Gigabyte,G5,Intel Core i5,16,512,SSD,RTX 4060,15.6,0,18298500.0
New,HP,Chromebook,AMD Ryzen 3,8,128,SSD,Integrated,14.0,0,9553665.0
New,Dell,Vostro,Intel Core i3,8,256,SSD,Integrated,15.6,0,9883500.0
New,Apple,MacBook Air,Apple M2,8,256,SSD,Integrated,13.6,0,25063500.0
New,Asus,TUF,AMD Ryzen 7,16,512,SSD,RTX 4060,15.6,0,22258500.0
New,MSI,Thin,Intel Core i5,16,512,SSD,RTX 3050,15.6,0,16483500.0
New,Lenovo,IdeaPad,Intel Core i5,16,512,SSD,GTX 1650,15.6,0,13678665.0
New,Lenovo,Legion,Intel Core i7,16,1000,SSD,RTX 3060,15.6,0,25888665.0
New,HP,15S,AMD Ryzen 3,8,512,SSD,Integrated,15.6,0,7903500.0
New,HP,255,AMD 3020e,8,256,SSD,Integrated,15.6,0,5593500.0
New,Lenovo,IdeaPad,AMD Ryzen 5,16,512,SSD,GTX 1650,15.6,0,12853665.0
New,Medion,Akoya,AMD Ryzen 5,4,256,SSD,Integrated,14.0,0,8233500.0
New,Asus,VivoBook,Intel Core i3,8,256,SSD,Integrated,14.0,0,7573500.0
New,MSI,Modern,Intel Core i7,16,1000,SSD,Integrated,14.0,0,16483500.0
Refurbished,Asus,ROG,AMD Ryzen 7,16,1000,SSD,RTX 3060,15.6,0,31333500.0
New,MSI,Modern,Intel Core i5,16,512,SSD,Integrated,15.6,0,13513500.0
New,HP,15S,AMD Ryzen 7,12,512,SSD,Integrated,15.6,0,12358500.0
New,Lenovo,IdeaPad,Qualcomm Snapdragon 7,8,128,eMMC,Integrated,13.3,1,9883500.0
New,Acer,Nitro,AMD Ryzen 5,16,1000,SSD,RTX 3050,15.6,0,19783500.0
New,Lenovo,V15,Intel Core i3,8,512,SSD,Integrated,15.6,0,7408500.0
New,MSI,Prestige,Intel Core i7,32,1000,SSD,RTX 4060,16.0,0,32983500.0
New,HP,15S,AMD 3020e,4,128,SSD,Integrated,15.6,0,6253500.0
New,Lenovo,IdeaPad,Intel Core i3,8,256,SSD,Integrated,15.6,0,8728500.0
New,LG,Gram,Intel Evo Core i7,16,512,SSD,Integrated,17.0,0,29683500.0
New,MSI,Prestige,Intel Core i7,32,1000,SSD,RTX 4050,16.0,0,32983500.0
New,Asus,E410,Intel Celeron,4,64,eMMC,Integrated,14.0,0,5758500.0
New,HP,Omen,Intel Core i7,32,1000,SSD,RTX 4060,17.3,0,29683500.0
New,Medion,Akoya,Intel Core i5,8,512,SSD,Integrated,16.1,0,8233500.0
New,Lenovo,V15,AMD Ryzen 3,8,256,SSD,Integrated,15.6,0,6583500.0
New,Asus,ZenBook,AMD Ryzen 7,16,512,SSD,Integrated,14.0,0,18958500.0
Refurbished,Alurin,Flex Advance,Intel Core i5,8,0,Unknown,Integrated,14.0,0,6083550.0
New,Acer,Aspire,Intel Core i3,8,512,SSD,Integrated,15.6,0,8233500.0
New,Asus,Chromebook,Intel Core i3,8,256,SSD,Integrated,15.6,1,11533500.0
New,MSI,Stealth,Intel Core i7,32,1000,SSD,RTX 4070,17.3,0,48658500.0
New,Asus,VivoBook,Intel Core i5,16,512,SSD,Integrated,17.3,0,14833500.0
New,HP,Victus,AMD Ryzen 7,16,512,SSD,RTX 3050,16.1,0,18133500.0
New,MSI,Pulse,Intel Core i7,16,1000,SSD,RTX 4070,17.3,0,34633500.0
New,Asus,ExpertBook,Intel Core i7,16,512,SSD,Integrated,15.6,0,17308500.0
New,Medion,Akoya,AMD Ryzen 7,8,512,SSD,Integrated,15.6,0,8233500.0
New,Asus,VivoBook,Intel Core i5,8,512,SSD,Integrated,14.0,0,11863665.0
New,Razer,Blade,Intel Core i7,16,1000,SSD,RTX 3060,15.6,0,46199835.0
New,Apple,MacBook Air,Apple M1,8,256,SSD,Integrated,13.3,0,20113500.0
New,Asus,Chromebook,Intel Celeron,8,64,eMMC,Integrated,17.3,0,7078500.0
New,Asus,VivoBook,Intel Core i3,8,512,SSD,Integrated,15.6,0,8233500.0
New,HP,Omen,Intel Core i7,16,1000,SSD,RTX 3060,16.1,0,26383500.0
New,Lenovo,IdeaPad,AMD Ryzen 7,16,512,SSD,RTX 3050,15.6,0,17803665.0
New,Asus,ZenBook,AMD Ryzen 5,16,512,SSD,Integrated,14.0,0,16483500.0
New,MSI,Bravo,AMD Ryzen 5,8,512,SSD,RX 6500M,15.6,0,14338500.0
New,Asus,TUF,Intel Core i7,16,512,SSD,RTX 3050,15.6,0,21433500.0
New,MSI,Stealth,Intel Core i7,16,1000,SSD,RTX 4060,15.6,0,29683500.0
New,MSI,Katana,Intel Core i7,16,512,SSD,RTX 3060,15.6,0,21433500.0
New,MSI,Modern,Intel Core i7,16,1000,SSD,Integrated,15.6,0,19288665.0
New,Asus,Chromebook,Intel Core i5,8,256,SSD,Integrated,14.0,1,14833500.0
New,Lenovo,ThinkBook,Intel Core i5,16,512,SSD,Integrated,16.0,0,17968500.0
New,Asus,ZenBook,AMD Ryzen 7,16,512,SSD,Integrated,14.0,0,19783500.0
New,Gigabyte,Aero,Intel Core i7,16,2000,SSD,RTX 3070,16.0,0,47833500.0
New,Apple,MacBook Air,Apple M2,8,256,SSD,Integrated,15.3,0,26383500.0
New,Lenovo,IdeaPad,AMD Ryzen 3,8,256,SSD,Integrated,15.6,0,8233500.0
New,Acer,Nitro,Intel Core i7,16,512,SSD,RTX 3060,15.6,0,24733500.0
New,MSI,Prestige,Intel Core i7,16,1000,SSD,RTX 4050,16.0,0,31333500.0
New,Asus,ZenBook,Intel Evo Core i7,16,512,SSD,Integrated,13.3,0,19783500.0
New,MSI,Bravo,AMD Ryzen 7,16,512,SSD,RX 6500M,15.6,0,16483500.0
New,Asus,TUF,AMD Ryzen 7,16,512,SSD,RTX 4050,15.6,0,18793665.0
New,HP,Chromebook,Intel Celeron,4,64,eMMC,Integrated,15.6,0,6204000.0
New,HP,Omen,Intel Core i7,32,1000,SSD,RTX 4070,17.3,0,32983500.0
New,Lenovo,Yoga,Intel Evo Core i5,16,512,SSD,Integrated,14.5,0,25228500.0
New,Asus,ExpertBook,Intel Core i5,16,512,SSD,Integrated,15.6,0,13183500.0
New,MSI,Pulse,Intel Core i9,32,1000,SSD,RTX 3060,17.3,0,26383500.0
New,Acer,Aspire,Intel Core i5,8,512,SSD,MX 550,15.6,0,19948665.0
New,Lenovo,V15,Intel Core i7,16,512,SSD,Integrated,15.6,0,11533500.0
New,Lenovo,ThinkBook,Intel Core i5,8,256,SSD,Integrated,14.0,1,19189830.0
New,Asus,VivoBook,Intel Core i3,8,512,SSD,Integrated,15.6,0,8233500.0
New,Asus,ExpertBook,Intel Core i5,8,256,SSD,Integrated,15.6,0,10048500.0
New,Asus,VivoBook,Intel Core i5,8,512,SSD,Integrated,14.0,1,14833500.0
New,Lenovo,IdeaPad,Intel Core i7,8,512,SSD,Integrated,14.0,0,16483500.0
New,MSI,Stealth,Intel Core i7,32,1000,SSD,RTX 4070,14.0,0,42058665.0
New,MSI,Stealth,Intel Core i7,32,1000,SSD,RTX 4070,16.0,0,42883665.0
New,Samsung,Galaxy Book,Intel Core i7,16,512,SSD,Integrated,13.3,0,25558500.0
New,Asus,ExpertBook,Intel Core i7,8,512,SSD,Integrated,15.6,0,14008500.0
New,MSI,Modern,Intel Core i5,16,512,SSD,Integrated,14.0,0,11533500.0
New,Lenovo,V15,Intel Core i3,8,256,SSD,Integrated,15.6,0,5692500.0
New,Apple,MacBook Pro,Apple M2,8,256,SSD,Integrated,13.3,0,26713500.0
New,Asus,TUF,Intel Core i7,16,512,SSD,RTX 4050,15.6,0,25063665.0
New,Acer,Nitro,AMD Ryzen 7,32,1000,SSD,RTX 3080,15.6,0,37933500.0
New,Razer,Blade,Intel Core i7,16,1000,SSD,RTX 3060,17.3,0,51149835.0
New,Lenovo,V15,Intel Core i3,8,512,SSD,Integrated,15.6,0,7903500.0
New,HP,250,Intel Core i5,16,512,SSD,Integrated,15.6,0,10378665.0
New,Lenovo,V15,AMD Ryzen 5,16,512,SSD,Integrated,15.6,0,7837500.0
New,Asus,TUF,Intel Core i7,16,1000,SSD,RTX 4060,15.6,0,29683500.0
New,Lenovo,V15,Intel Core i3,8,256,SSD,Integrated,15.6,0,7408500.0
New,Acer,Nitro,AMD Ryzen 7,16,1000,SSD,RTX 3050,15.6,0,21433665.0
New,Asus,TUF,Intel Core i7,32,1000,SSD,RTX 4060,15.6,0,32983500.0
New,Apple,MacBook Air,Apple M2,8,256,SSD,Integrated,13.6,0,25063500.0
New,HP,Chromebook,Intel Celeron,4,64,eMMC,Integrated,14.0,0,6253500.0
New,MSI,Creator,Intel Core i7,32,1000,SSD,RTX 4060,16.0,1,45028665.0
New,Medion,Erazer,Intel Core i5,16,512,SSD,RTX 3050,15.6,0,14173500.0
New,LG,Gram,Intel Evo Core i7,32,1000,SSD,Integrated,17.0,0,29848665.0
New,MSI,Pulse,Intel Core i7,16,1000,SSD,RTX 4060,17.3,0,31333500.0
New,HP,255,AMD Ryzen 3,8,512,SSD,Integrated,15.6,0,6402000.0
New,Lenovo,V15,Intel Core i5,8,256,SSD,Integrated,15.6,0,8233500.0
New,Lenovo,IdeaPad,AMD Ryzen 5,8,512,SSD,RTX 3050,15.6,0,15589530.0
New,Asus,ROG,Intel Core i7,32,1000,Unknown,RTX 4080,16.0,0,42883665.0
New,Asus,VivoBook,Intel Core i7,16,512,SSD,Integrated,15.6,0,14998500.0
New,MSI,Summit,Intel Evo Core i7,16,1000,SSD,Integrated,13.4,1,29683500.0
New,Asus,E410,Intel Celeron,4,64,eMMC,Integrated,14.0,0,7458000.0
New,HP,Pavilion,Intel Core i5,16,512,SSD,Integrated,14.0,0,14833665.0
New,LG,Ultra,Intel Core i7,16,1000,SSD,RTX 3050,17.0,0,32983500.0
New,Lenovo,IdeaPad,Intel Core i5,16,512,SSD,RTX 3050,15.6,0,16978665.0
New,Lenovo,V15,Intel Core i5,8,512,SSD,Integrated,15.6,0,8398500.0
New,Lenovo,V15,AMD Ryzen 5,8,512,SSD,Integrated,15.6,0,7309335.0
New,MSI,Creator,Intel Core i7,32,1000,SSD,RTX 4050,16.0,1,41233500.0
New,Samsung,Galaxy Book,Intel Core i5,8,256,SSD,Integrated,15.6,0,14008500.0
New,Dell,Vostro,Intel Core i5,8,256,SSD,Integrated,15.6,0,11387475.0
New,Asus,ExpertBook,Intel Core i5,8,256,SSD,Integrated,14.0,1,19453500.0
New,Asus,TUF,AMD Ryzen 9,32,1000,SSD,RTX 4070,17.3,0,31333665.0
New,HP,Victus,Intel Core i7,32,512,SSD,RTX 3060,16.1,0,24733665.0
New,Asus,TUF,AMD Ryzen 7,32,1000,SSD,RTX 3070,15.6,0,31168500.0
New,Apple,MacBook Air,Apple M2,8,512,SSD,Integrated,13.6,0,30838500.0
New,Lenovo,ThinkPad,AMD Ryzen 7,16,512,SSD,Integrated,15.6,0,18628500.0
New,MSI,Prestige,Intel Evo Core i7,32,1000,SSD,Integrated,13.3,0,26383500.0
New,Lenovo,IdeaPad,Intel Celeron,8,64,eMMC,Integrated,14.0,0,6451500.0
New,HP,ProBook,Intel Core i5,8,256,SSD,Integrated,15.6,0,11698500.0
New,Dell,Vostro,Intel Core i7,16,512,SSD,Integrated,15.6,0,14668500.0
New,Asus,ROG,Intel Core i9,32,1000,SSD,RTX 4070,16.0,0,42883500.0
New,MSI,Modern,AMD Ryzen 7,16,512,SSD,Integrated,15.6,0,14833500.0
New,HP,Omen,AMD Ryzen 7,16,512,SSD,RTX 3050,16.1,0,23083500.0
New,HP,Chromebook,Intel Pentium,8,128,eMMC,Integrated,14.0,0,7573335.0
New,MSI,Creator,Intel Core i9,32,1000,SSD,RTX 4060,17.0,1,49153665.0
New,MSI,Prestige,Intel Evo Core i7,16,512,SSD,Integrated,14.0,0,23083500.0
New,HP,Pavilion,Intel Core i7,16,512,SSD,RTX 2050,14.0,0,28528665.0
New,Acer,Aspire,Intel Core i3,8,512,SSD,Integrated,14.0,0,9883500.0
New,MSI,Raider,Intel Core i7,32,1000,SSD,RTX 4060,16.0,0,41233500.0
New,Apple,MacBook Air,Apple M2,8,256,SSD,Integrated,15.3,0,26383500.0
New,Asus,ROG,Intel Core i9,32,1000,SSD,RTX 4090,16.0,0,61033665.0
New,Acer,Extensa,Intel Core i5,8,512,SSD,Integrated,15.6,0,7425000.0
New,Acer,Aspire,Intel Core i7,16,512,SSD,Integrated,15.6,0,12358500.0
New,Apple,MacBook Pro,Apple M2 Pro,16,512,SSD,Integrated,14.2,0,36448500.0
New,MSI,Creator,Intel Core i7,16,512,SSD,RTX 3050,16.0,0,23083500.0
New,Lenovo,V15,AMD Ryzen 5,8,256,SSD,Integrated,15.6,0,7408500.0
New,Alurin,Flex,Intel Core i3,8,512,SSD,Integrated,14.0,0,7423350.0
New,Apple,MacBook Air,Apple M2,8,512,SSD,Integrated,13.6,0,30838500.0
New,Asus,Chromebook,Apple M1,8,64,eMMC,Integrated,14.0,1,7408665.0
